year,marital,age,race,income
2002,Never married,22,White,9000
2002,Never married,22,White,1000
2002,Married,41,White,3500
2002,Divorced,38,White,25000
2002,Married,24,Black,25000
2002,Married,42,Black,25000
2002,Separated,45,Black,9000
2002,Divorced,40,Other,12500
2002,Married,36,White,25000
2002,Married,34,White,12500
2002,Married,25,Other,17500
2002,Never married,24,White,9000
2002,Married,23,White,4500
2002,Never married,24,White,12500
2002,Married,52,White,25000
2002,Divorced,41,White,3500
2002,Never married,24,Black,9000
2002,Never married,30,Black,22500
2002,Married,35,White,25000
2002,Married,32,White,25000
2002,Divorced,28,White,17500
2002,Divorced,52,White,12500
2002,Widowed,58,White,25000
2002,Never married,24,Other,1000
2002,Never married,41,White,4500
2002,Married,51,White,25000
2002,Married,48,Black,25000
2002,Widowed,61,White,25000
2002,Married,66,White,17500
2002,Never married,25,White,25000
2002,Married,46,Black,22500
2002,Never married,20,White,9000
2002,Married,26,White,22500
2002,Married,30,White,6500
2002,Married,57,White,22500
2002,Never married,31,Black,25000
2002,Married,33,White,25000
2002,Married,36,Black,25000
2002,Divorced,45,White,6500
2002,Never married,22,White,12500
2002,Divorced,43,White,22500
2002,Never married,22,White,22500
2002,Married,46,White,25000
2004,Divorced,53,White,25000
2004,Never married,34,Other,25000
2004,Never married,33,Black,17500
2004,Never married,24,Other,25000
2004,Never married,26,Black,25000
2004,Widowed,58,Black,25000
2004,Married,32,Black,12500
2004,Married,40,Black,25000
2004,Never married,42,Black,22500
2004,Separated,48,Black,3500
2004,Never married,39,Black,3500
2004,Never married,27,White,17500
2004,Never married,29,Other,25000
2004,Married,57,White,12500
2004,Married,55,Other,2000
2004,Married,35,White,17500
2004,Married,35,Black,25000
2004,Never married,30,White,25000
2004,Married,58,White,25000
2004,Never married,57,White,25000
2004,Married,29,White,25000
2004,Never married,53,White,25000
2004,Married,23,Black,9000
2004,Married,61,White,25000
2004,Divorced,55,Other,25000
2004,Never married,53,White,12500
2004,Never married,33,White,25000
2004,Divorced,38,White,25000
2004,Married,30,Other,22500
2004,Separated,37,Black,25000
2004,Married,49,White,22500
2004,Married,23,White,17500
2004,Never married,47,White,1000
2004,Married,74,White,12500
2004,Married,49,White,25000
2004,Married,40,White,25000
2004,Married,42,Other,25000
2004,Married,55,Other,25000
2004,Married,57,White,25000
2004,Divorced,59,White,25000
2004,Never married,38,Black,25000
2004,Never married,33,Black,25000
2004,Married,53,White,25000
2004,Married,45,Black,25000
2004,Divorced,41,Black,12500
2004,Never married,25,Other,17500
2004,Never married,26,White,25000
2004,Divorced,57,Other,12500
2004,Separated,39,Black,25000
2004,Married,30,White,25000
2004,Married,48,White,25000
2004,Never married,45,White,25000
2004,Married,33,Other,25000
2004,Never married,43,Other,25000
2004,Married,31,Other,25000
2004,Married,31,Other,25000
2004,Never married,18,White,4500
2004,Married,55,White,17500
2004,Separated,37,Other,1000
2004,Never married,31,White,25000
2004,Married,33,Black,25000
2004,Married,37,White,25000
2004,Married,29,Other,5500
2004,Married,50,White,25000
2004,Married,39,White,25000
2004,Married,35,White,25000
2004,Married,57,Other,3500
2004,Divorced,60,White,25000
2004,Married,34,White,25000
2004,Married,60,White,25000
2004,Married,49,Other,25000
2004,Separated,52,White,25000
2004,Never married,33,White,25000
2004,Married,35,White,25000
2004,Married,37,White,25000
2004,Married,68,White,12500
2004,Divorced,47,White,25000
2004,Never married,42,White,25000
2004,Married,56,White,25000
2004,Divorced,57,White,25000
2004,Married,56,White,22500
2004,Married,59,White,22500
2004,Never married,19,White,17500
2004,Divorced,40,White,25000
2004,Married,46,White,25000
2004,Never married,23,White,22500
2004,Divorced,50,White,25000
2004,Married,50,White,25000
2004,Never married,55,White,25000
2004,Married,49,White,25000
2004,Married,61,White,25000
2004,Never married,21,White,6500
2004,Never married,28,White,25000
2004,Divorced,45,White,25000
2004,Never married,61,Black,25000
2004,Divorced,35,White,25000
2004,Married,31,White,25000
2004,Married,32,White,25000
2004,Married,58,White,25000
2004,Divorced,51,White,25000
2004,Married,33,White,25000
2004,Married,58,White,25000
2004,Never married,25,White,22500
2004,Married,28,White,25000
2004,Married,33,White,25000
2004,Married,37,White,25000
2004,Married,29,White,25000
2004,Never married,25,White,22500
2004,Divorced,,White,25000
2004,Divorced,63,White,25000
2004,Married,46,Black,25000
2004,Married,67,White,25000
2004,Divorced,55,White,22500
2004,Married,34,Other,4500
2004,Never married,34,Other,25000
2004,Never married,26,White,12500
2004,Never married,31,White,25000
2004,Married,62,White,25000
2004,Divorced,44,White,17500
2004,Married,35,White,25000
2004,Divorced,38,Black,17500
2004,Married,35,Other,25000
2004,Divorced,62,White,25000
2004,Separated,,White,6500
2004,Divorced,70,White,25000
2004,Married,47,White,25000
2004,Never married,27,White,1000
2004,Never married,30,White,4500
2004,Married,36,Other,25000
2004,Married,27,White,17500
2004,Never married,18,White,2000
2004,Never married,28,White,17500
2004,Married,36,Other,25000
2004,Never married,41,Black,12500
2004,Never married,24,White,9000
2004,Never married,28,Other,25000
2004,Married,51,Other,7500
2004,Never married,20,Other,4500
2004,Married,30,Other,22500
2004,Married,56,Other,25000
2004,Divorced,44,White,22500
2004,Married,38,White,22500
2004,Never married,34,White,25000
2004,Married,31,White,25000
2004,Never married,23,Other,1000
2004,Married,55,Other,25000
2004,Divorced,56,White,25000
2004,Never married,23,Black,25000
2004,Married,61,Other,25000
2004,Married,36,White,25000
2004,Never married,20,White,6500
2004,Divorced,33,Other,22500
2004,Never married,29,Other,12500
2004,Never married,57,White,25000
2004,Never married,25,Other,17500
2004,Married,37,White,25000
2004,Never married,26,Other,25000
2004,Married,28,Other,25000
2004,Married,41,White,25000
2004,Married,48,White,25000
2004,Married,40,Black,25000
2004,Never married,27,White,22500
2004,Married,61,White,25000
2004,Divorced,64,White,25000
2004,Married,59,White,25000
2004,Divorced,62,White,25000
2004,Married,49,White,25000
2004,Divorced,39,White,22500
2004,Divorced,50,White,25000
2004,Married,44,White,25000
2004,Never married,28,White,25000
2004,Never married,24,White,22500
2004,Never married,20,Other,4500
2004,Divorced,38,Other,4500
2004,Never married,24,Black,17500
2004,Widowed,54,Black,25000
2004,Never married,49,White,25000
2004,Married,32,White,22500
2004,Never married,27,White,25000
2004,Married,25,Other,25000
2004,Divorced,22,White,12500
2004,Never married,19,White,12500
2004,Widowed,60,White,25000
2004,Never married,28,White,25000
2004,Never married,43,White,25000
2004,Never married,56,White,25000
2004,Married,35,White,22500
2004,Married,57,White,6500
2004,Married,50,White,17500
2004,Married,66,White,17500
2004,Never married,25,White,25000
2004,Never married,70,White,25000
2004,Never married,46,White,25000
2004,Married,39,White,9000
2004,Never married,22,Other,5500
2004,Married,46,Black,22500
2004,Married,46,White,25000
2004,Married,36,Other,25000
2004,Married,67,White,17500
2004,Married,41,White,25000
2004,Married,62,White,3500
2004,Divorced,56,White,25000
2004,Married,36,Other,25000
2004,Married,50,White,12500
2004,Married,48,White,25000
2004,Married,43,White,25000
2004,Never married,31,Black,25000
2004,Divorced,62,Black,25000
2004,Married,37,White,25000
2004,Married,54,Black,22500
2004,Married,49,Other,1000
2004,Never married,50,White,25000
2004,Married,41,White,25000
2004,Married,47,White,6500
2004,Married,44,Other,25000
2004,Married,36,White,2000
2004,Married,40,White,2000
2004,Married,41,White,25000
2004,Married,35,White,4500
2004,Divorced,58,White,25000
2004,Married,55,White,22500
2004,Married,46,Other,3500
2004,Married,35,White,25000
2004,Married,81,White,25000
2004,Married,57,Other,25000
2004,Married,32,White,25000
2004,Married,42,Other,25000
2004,Divorced,46,Other,25000
2004,Separated,48,White,25000
2004,Married,51,White,25000
2004,Married,38,White,25000
2004,Married,27,White,25000
2004,Married,47,Other,25000
2004,Married,53,White,25000
2004,Married,49,White,25000
2004,Married,32,White,25000
2004,Married,53,White,25000
2004,Married,44,White,22500
2004,Married,46,White,25000
2004,Widowed,61,White,25000
2004,Never married,29,Other,25000
2004,Married,40,White,25000
2004,Married,32,Other,25000
2004,Married,37,White,22500
2004,Married,23,Black,25000
2004,Married,29,White,12500
2004,Married,48,Black,25000
2004,Married,38,White,6500
2004,Married,62,White,25000
2004,Married,55,White,25000
2004,Divorced,39,White,25000
2004,Never married,22,White,25000
2004,Married,43,White,17500
2004,Never married,56,White,22500
2004,Never married,38,White,25000
2004,Married,32,White,25000
2004,Never married,49,White,25000
2004,Married,72,White,25000
2004,Divorced,53,White,25000
2004,Divorced,59,White,25000
2004,Never married,60,White,25000
2004,Never married,55,Black,25000
2004,Separated,41,Black,22500
2004,Married,29,Other,25000
2004,Married,35,White,25000
2004,Married,34,Black,25000
2004,Married,42,Black,25000
2004,Divorced,53,Black,25000
2004,Married,44,Black,25000
2004,Never married,28,White,25000
2004,Divorced,43,White,25000
2004,Married,68,White,25000
2004,Married,28,White,25000
2004,Married,57,White,25000
2004,Married,38,White,25000
2004,Married,45,White,17500
2004,Divorced,47,White,25000
2004,Married,50,White,25000
2004,Married,44,White,25000
2004,Married,66,White,25000
2004,Married,67,White,25000
2004,Married,46,White,3500
2004,Married,56,White,25000
2004,Never married,25,White,12500
2004,Never married,41,White,25000
2004,Divorced,59,White,25000
2004,Never married,25,Black,25000
2004,Divorced,59,White,25000
2004,Divorced,30,White,17500
2004,Never married,38,Black,12500
2004,Divorced,45,White,17500
2004,Never married,35,White,25000
2004,Never married,28,White,25000
2004,Divorced,45,White,25000
2004,Never married,28,White,25000
2004,Married,33,White,4500
2004,Married,40,Black,25000
2004,Divorced,36,Black,25000
2004,Divorced,45,Black,25000
2004,Divorced,61,White,22500
2004,Divorced,59,White,25000
2004,Married,67,White,25000
2004,Divorced,56,White,25000
2004,Never married,19,White,2000
2004,Separated,36,White,17500
2004,Married,61,White,25000
2004,Divorced,44,White,25000
2004,Married,33,White,25000
2004,Never married,19,White,2000
2004,Divorced,40,White,22500
2004,Divorced,34,White,12500
2004,Never married,39,Black,22500
2004,Separated,32,Black,5500
2004,Never married,21,Black,3500
2004,Married,45,White,25000
2004,Married,43,White,2000
2004,Never married,23,White,25000
2004,Divorced,57,White,17500
2004,Never married,22,Other,17500
2004,Married,27,White,25000
2004,Never married,33,Black,12500
2004,Never married,40,Black,17500
2004,Never married,20,Black,22500
2004,Never married,19,Black,5500
2004,Married,33,Black,25000
2004,Never married,24,Black,25000
2004,Married,47,White,25000
2004,Married,42,White,25000
2004,Never married,19,White,17500
2004,Married,40,White,12500
2004,Never married,47,White,25000
2004,Never married,23,Other,25000
2004,Never married,22,White,17500
2004,Married,31,White,25000
2004,Married,25,White,25000
2004,Married,40,White,25000
2004,Married,33,White,25000
2004,Divorced,57,White,25000
2004,Married,49,White,25000
2004,Separated,44,Black,25000
2004,Married,34,White,25000
2004,Married,31,White,25000
2004,Married,45,White,12500
2004,Married,31,Black,25000
2004,Married,28,White,25000
2004,Married,30,Black,25000
2004,Never married,19,Black,5500
2004,Married,29,White,25000
2004,Married,33,White,25000
2004,Divorced,31,White,25000
2004,Never married,28,White,25000
2004,Married,30,Black,12500
2004,Never married,50,White,25000
2004,Married,44,White,25000
2004,Never married,45,White,25000
2004,Married,63,White,25000
2004,Married,33,White,12500
2004,Divorced,45,White,25000
2004,Married,30,White,25000
2004,Never married,59,Black,25000
2004,Married,23,White,25000
2004,Married,44,Black,25000
2004,Separated,38,White,25000
2004,Never married,28,White,25000
2004,Divorced,50,White,25000
2004,Married,40,White,25000
2004,Never married,26,Other,17500
2004,Married,34,White,25000
2004,Never married,24,White,2000
2004,Married,28,White,25000
2004,Married,48,Other,25000
2004,Never married,26,White,25000
2004,Widowed,64,Black,1000
2004,Never married,41,Black,3500
2004,Divorced,37,Black,25000
2004,Married,28,Black,25000
2004,Married,57,Black,25000
2004,Widowed,59,Black,25000
2004,Divorced,64,White,1000
2004,Never married,32,White,25000
2004,Married,40,White,25000
2004,Divorced,28,White,25000
2004,Married,42,Other,25000
2004,Married,28,White,25000
2004,Married,50,White,25000
2004,Married,39,Other,12500
2004,Married,37,White,25000
2004,Married,40,Black,25000
2004,Divorced,44,Black,25000
2004,Married,58,White,25000
2004,Never married,29,Other,25000
2004,Separated,45,Black,25000
2004,Married,43,White,22500
2004,Never married,36,Black,25000
2004,Never married,51,Black,25000
2004,Divorced,50,White,17500
2004,Divorced,46,White,25000
2004,Married,54,White,25000
2004,Married,38,White,25000
2004,Divorced,59,White,25000
2004,Married,45,White,25000
2004,Married,43,Black,25000
2004,Married,51,White,25000
2004,Married,40,Black,25000
2004,Married,52,White,25000
2004,Married,34,White,25000
2004,Married,57,White,25000
2004,Married,39,Other,12500
2004,Never married,26,White,6500
2004,Never married,47,White,25000
2004,Married,53,White,25000
2004,Married,41,White,6500
2004,Married,56,Black,25000
2004,Never married,22,White,4500
2004,Married,29,Black,6500
2004,Divorced,52,Black,17500
2004,Never married,31,Black,25000
2004,Never married,36,Black,25000
2004,Never married,20,Black,12500
2004,Never married,27,Black,25000
2004,Never married,18,White,2000
2004,Married,53,White,25000
2004,Married,50,White,25000
2004,Married,47,Other,17500
2004,Divorced,25,Black,25000
2004,Married,39,Black,25000
2004,Married,39,White,25000
2004,Married,48,White,25000
2004,Married,32,White,12500
2004,Married,41,White,25000
2004,Married,46,White,5500
2004,Never married,41,Black,25000
2004,Married,54,White,25000
2004,Married,47,White,25000
2004,Never married,26,Other,25000
2004,Married,63,White,25000
2004,Married,57,White,25000
2004,Married,30,Black,25000
2004,Never married,30,Black,25000
2004,Married,24,White,17500
2004,Married,30,Black,17500
2004,Divorced,32,Other,2000
2004,Divorced,40,Black,25000
2004,Never married,29,Black,25000
2004,Divorced,54,Black,25000
2004,Divorced,53,Black,22500
2004,Married,49,Black,22500
2004,Never married,25,Black,25000
2004,Divorced,51,White,25000
2004,Married,53,Black,25000
2004,Married,39,Black,25000
2004,Never married,29,White,25000
2004,Never married,65,White,6500
2004,Divorced,57,White,25000
2004,Married,58,White,12500
2004,Married,41,White,25000
2004,Divorced,43,White,25000
2004,Divorced,42,White,25000
2004,Married,36,White,25000
2004,Married,50,White,25000
2004,Never married,19,White,2000
2004,Divorced,57,Black,25000
2004,Divorced,29,Black,22500
2004,Never married,20,White,1000
2004,Separated,42,White,25000
2004,Divorced,45,White,7500
2004,Never married,35,White,25000
2004,Married,58,White,4500
2004,Married,35,White,25000
2004,Married,46,White,25000
2004,Married,34,White,25000
2004,Never married,35,Other,25000
2004,Married,63,White,12500
2004,Married,61,White,25000
2004,Married,33,White,25000
2004,Divorced,52,White,25000
2004,Divorced,60,White,25000
2004,Married,51,Black,22500
2004,Divorced,46,White,25000
2004,Married,45,Black,17500
2004,Never married,45,Black,25000
2004,Separated,57,White,22500
2004,Never married,23,Black,12500
2004,Never married,34,Black,9000
2004,Divorced,41,Black,25000
2004,Never married,44,White,25000
2004,Never married,31,Black,25000
2004,Married,44,White,25000
2004,Married,42,White,25000
2004,Married,60,White,25000
2004,Married,43,White,12500
2004,Married,55,White,25000
2004,Married,33,White,25000
2004,Married,44,White,25000
2004,Married,32,White,25000
2004,Married,42,White,25000
2004,Married,46,White,25000
2004,Married,34,White,25000
2004,Married,34,White,25000
2004,Divorced,41,White,25000
2004,Married,52,White,25000
2004,Married,29,White,25000
2004,Married,40,White,25000
2004,Never married,29,White,7500
2004,Married,45,White,25000
2004,Married,52,White,25000
2004,Divorced,28,Other,25000
2004,Married,36,White,9000
2004,Divorced,60,White,25000
2004,Divorced,60,White,22500
2004,Separated,44,White,25000
2004,Married,34,White,25000
2004,Married,28,White,25000
2004,Married,51,White,25000
2004,Never married,31,White,25000
2004,Never married,47,White,25000
2004,Married,26,White,25000
2004,Never married,24,White,22500
2004,Married,39,White,9000
2004,Never married,25,White,17500
2004,Married,29,White,22500
2004,Never married,19,White,5500
2004,Never married,25,White,25000
2004,Divorced,55,White,17500
2004,Married,32,White,25000
2004,Never married,22,Black,12500
2004,Divorced,48,White,25000
2004,Divorced,55,Black,17500
2004,Divorced,63,Black,25000
2004,Never married,23,White,12500
2004,Never married,25,Other,1000
2004,Never married,58,White,22500
2004,Married,56,White,25000
2004,Married,62,White,25000
2004,Married,46,White,25000
2004,Widowed,63,White,25000
2004,Divorced,62,White,25000
2004,Married,52,White,25000
2004,Married,50,White,25000
2004,Married,46,White,25000
2004,Never married,34,White,25000
2004,Divorced,52,White,25000
2004,Never married,39,Black,5500
2004,Married,27,White,25000
2004,Married,21,White,2000
2004,Married,35,Black,22500
2004,Divorced,35,White,22500
2004,Married,60,White,25000
2004,Married,36,White,25000
2004,Divorced,38,White,12500
2004,Married,41,White,25000
2004,Separated,52,White,25000
2004,Married,31,White,9000
2004,Married,55,White,25000
2004,Married,86,White,22500
2004,Never married,56,White,9000
2004,Never married,40,Black,25000
2004,Separated,33,White,25000
2004,Married,26,White,25000
2004,Separated,42,Black,25000
2004,Separated,46,Black,25000
2004,Divorced,58,White,25000
2004,Never married,66,Black,22500
2004,Married,66,Black,22500
2004,Never married,61,Black,6500
2004,Widowed,75,Black,12500
2004,Never married,25,Black,17500
2004,Married,44,Other,25000
2004,Never married,28,Other,25000
2004,Married,69,Other,25000
2004,Married,49,White,22500
2004,Married,44,Other,25000
2004,Married,36,Other,25000
2004,Divorced,54,Other,25000
2004,Married,57,White,12500
2004,Never married,22,White,7500
2004,Never married,28,Black,22500
2004,Married,60,White,25000
2004,Married,47,White,25000
2004,Married,63,White,25000
2004,Married,48,White,25000
2004,Married,51,White,25000
2004,Never married,64,White,25000
2004,Never married,20,White,12500
2004,Married,50,White,25000
2004,Never married,36,White,25000
2004,Never married,44,White,25000
2004,Married,37,White,25000
2004,Married,40,Other,25000
2004,Divorced,48,White,25000
2004,Divorced,58,White,25000
2004,Never married,31,White,25000
2004,Never married,23,White,22500
2004,Married,35,Other,22500
2004,Divorced,51,White,25000
2004,Married,55,White,22500
2004,Never married,29,White,25000
2004,Married,50,White,17500
2004,Married,48,White,12500
2004,Married,35,White,25000
2004,Never married,28,White,25000
2004,Married,44,White,25000
2004,Married,56,White,25000
2004,Never married,43,White,25000
2004,Never married,30,White,22500
2004,Divorced,27,White,12500
2004,Never married,25,White,22500
2004,Married,40,White,25000
2004,Never married,25,White,12500
2004,Never married,34,White,17500
2004,Never married,26,Black,22500
2004,Never married,25,White,22500
2004,Married,55,White,25000
2004,Never married,23,White,22500
2004,Married,39,White,12500
2004,Married,34,White,9000
2004,Married,37,White,25000
2004,Separated,40,White,22500
2004,Married,48,White,6500
2004,Divorced,64,White,25000
2004,Divorced,52,White,25000
2004,Married,26,White,9000
2004,Married,51,White,25000
2004,Married,39,White,5500
2004,Never married,52,White,25000
2004,Married,52,White,12500
2004,Divorced,38,White,22500
2004,Divorced,47,White,25000
2004,Married,34,White,25000
2004,Married,32,White,25000
2004,Married,37,White,25000
2004,Married,74,White,25000
2004,Divorced,35,White,25000
2004,Married,45,White,2000
2004,Married,47,White,25000
2004,Never married,34,Black,22500
2004,Never married,25,Black,17500
2004,Separated,47,Black,17500
2004,Married,36,White,25000
2004,Never married,19,Black,2000
2004,Married,29,Other,25000
2004,Never married,32,White,25000
2004,Never married,33,White,25000
2004,Married,37,White,25000
2004,Never married,25,White,25000
2004,Married,39,White,25000
2004,Never married,35,White,25000
2004,Never married,34,White,4500
2004,Never married,51,White,25000
2004,Married,36,White,25000
2004,Never married,19,White,22500
2004,Never married,56,White,22500
2004,Never married,34,White,25000
2004,Married,70,White,25000
2004,Married,25,White,25000
2004,Widowed,64,White,25000
2004,Married,52,White,25000
2004,Divorced,46,White,25000
2004,Married,69,White,25000
2004,Never married,32,White,25000
2004,Never married,52,White,25000
2004,Divorced,48,White,22500
2004,Never married,44,White,17500
2004,Married,41,White,25000
2004,Never married,27,White,22500
2004,Never married,33,White,25000
2004,Divorced,38,White,17500
2004,Never married,32,Black,17500
2004,Never married,27,White,12500
2004,Married,34,White,25000
2004,Married,34,White,22500
2004,Married,38,White,25000
2004,Divorced,60,White,12500
2004,Married,39,White,25000
2004,Married,49,White,25000
2004,Divorced,32,White,25000
2004,Widowed,51,White,25000
2004,Married,62,White,3500
2004,Never married,24,White,25000
2004,Never married,26,White,17500
2004,Married,42,White,25000
2004,Married,50,White,25000
2004,Widowed,53,White,22500
2004,Married,41,White,3500
2004,Never married,24,White,2000
2004,Married,27,White,22500
2004,Never married,50,White,25000
2004,Married,23,White,25000
2004,Married,41,White,25000
2004,Married,49,White,25000
2004,Divorced,42,White,25000
2004,Never married,41,White,22500
2004,Married,40,White,25000
2004,Married,52,White,17500
2004,Married,37,White,22500
2004,Never married,31,White,25000
2004,Never married,27,White,22500
2004,Separated,44,White,25000
2004,Married,39,White,25000
2004,Married,66,White,12500
2004,Married,47,White,25000
2004,Married,50,Black,25000
2004,Married,49,White,25000
2004,Never married,55,White,22500
2004,Never married,33,White,6500
2004,Married,32,White,25000
2004,Never married,46,White,17500
2004,Married,48,White,25000
2004,Divorced,57,White,25000
2004,Never married,51,White,25000
2004,Married,36,Black,25000
2004,Widowed,74,White,7500
2004,Married,41,White,25000
2004,Divorced,60,White,25000
2004,Divorced,42,White,25000
2004,Divorced,43,White,17500
2004,Married,49,White,22500
2004,Married,31,White,17500
2004,Married,54,White,25000
2004,Married,25,White,12500
2004,Divorced,43,White,12500
2004,Married,27,White,25000
2004,Divorced,36,White,25000
2004,Married,35,White,25000
2004,Never married,62,White,12500
2004,Married,53,White,25000
2004,Married,52,White,25000
2004,Married,27,White,25000
2004,Divorced,43,White,25000
2004,Married,38,White,25000
2004,Widowed,51,White,25000
2004,Divorced,60,Black,25000
2004,Never married,20,White,17500
2004,Never married,21,White,12500
2004,Married,38,White,12500
2004,Never married,23,White,2000
2004,Never married,24,White,25000
2004,Married,46,White,22500
2004,Divorced,34,White,17500
2004,Never married,18,White,1000
2004,Divorced,37,White,22500
2004,Married,37,White,25000
2004,Divorced,38,White,25000
2004,Married,36,White,25000
2004,Married,33,White,12500
2004,Never married,26,White,12500
2004,Married,47,White,25000
2004,Divorced,37,White,25000
2004,Married,58,White,9000
2004,Divorced,44,White,4500
2004,Separated,40,White,25000
2004,Married,27,White,25000
2004,Married,34,White,25000
2004,Married,50,White,25000
2004,Married,41,White,25000
2004,Divorced,54,White,25000
2004,Married,40,White,7500
2004,Never married,24,White,12500
2004,Never married,46,White,25000
2004,Married,36,White,7500
2004,Never married,29,White,4500
2004,Married,40,Other,17500
2004,Married,32,White,25000
2004,Divorced,44,White,25000
2004,Married,23,White,2000
2004,Married,55,White,25000
2004,Married,59,White,22500
2004,Separated,39,White,12500
2004,Married,44,White,17500
2004,Married,46,White,25000
2004,Married,26,White,12500
2004,Never married,31,White,12500
2004,Never married,40,White,5500
2004,Divorced,25,Black,17500
2004,Divorced,57,White,25000
2004,Married,41,White,25000
2004,Married,45,White,25000
2004,Married,48,White,22500
2004,Married,46,White,25000
2004,Married,51,White,25000
2004,Never married,27,Other,25000
2004,Never married,22,White,17500
2004,Divorced,40,White,25000
2004,Married,37,White,25000
2004,Married,36,White,25000
2004,Married,46,Black,22500
2004,Married,31,White,25000
2004,Widowed,78,White,12500
2004,Married,56,White,25000
2004,Widowed,62,White,9000
2004,Married,48,White,25000
2004,Married,38,White,25000
2004,Married,52,White,25000
2004,Married,60,White,25000
2004,Never married,38,White,17500
2004,Divorced,43,Black,25000
2004,Married,46,White,25000
2004,Divorced,38,White,22500
2004,Married,52,White,12500
2004,Married,36,White,25000
2004,Married,40,White,25000
2004,Married,52,White,25000
2004,Divorced,43,White,25000
2004,Never married,54,White,25000
2004,Divorced,54,White,25000
2004,Never married,34,Black,25000
2004,Married,30,White,5500
2004,Widowed,42,White,25000
2004,Married,45,White,22500
2004,Married,43,White,25000
2004,Never married,34,Black,25000
2004,Never married,32,Black,22500
2004,Divorced,26,White,22500
2004,Widowed,31,White,22500
2004,Widowed,60,White,22500
2004,Never married,23,White,9000
2004,Married,36,White,25000
2004,Married,65,White,22500
2004,Married,41,White,17500
2004,Married,42,White,25000
2004,Married,44,White,12500
2004,Married,45,White,25000
2004,Married,34,White,6500
2004,Married,35,White,25000
2004,Divorced,39,White,25000
2004,Never married,25,White,25000
2004,Married,27,White,25000
2004,Married,48,White,22500
2004,Married,47,White,25000
2004,Never married,21,White,12500
2004,Married,63,White,25000
2004,Married,33,White,25000
2004,Married,41,White,25000
2004,Divorced,51,White,25000
2004,Married,41,White,25000
2004,Married,55,White,25000
2004,Never married,18,White,2000
2004,Married,48,White,6500
2004,Never married,19,White,2000
2004,Never married,28,White,4500
2004,Never married,42,Black,17500
2004,Divorced,48,White,25000
2004,Married,42,White,25000
2004,Divorced,44,White,25000
2004,Married,43,White,25000
2004,Never married,31,White,22500
2004,Divorced,55,White,25000
2004,Married,42,White,25000
2004,Married,67,White,17500
2004,Married,38,White,25000
2004,Married,47,White,25000
2004,Married,52,White,25000
2004,Married,24,White,25000
2004,Married,53,White,25000
2004,Divorced,27,White,17500
2004,Married,35,Other,25000
2004,Married,55,White,22500
2004,Married,54,White,25000
2004,Divorced,41,White,25000
2004,Never married,24,White,25000
2004,Never married,33,White,25000
2004,Married,27,White,25000
2004,Divorced,49,White,12500
2004,Separated,29,White,2000
2004,Married,44,Black,25000
2004,Never married,20,White,9000
2004,Married,24,White,17500
2004,Married,40,White,17500
2004,Separated,20,White,9000
2004,Married,24,White,9000
2004,Married,54,Black,22500
2004,Married,58,White,25000
2004,Divorced,46,White,25000
2004,Married,45,White,25000
2004,Married,28,White,25000
2004,Married,64,White,25000
2004,Never married,31,White,25000
2004,Never married,35,Black,25000
2004,Married,30,White,25000
2004,Never married,24,White,12500
2004,Never married,29,White,22500
2004,Never married,19,Black,1000
2004,Married,28,White,17500
2004,Separated,34,White,2000
2004,Divorced,55,White,2000
2004,Married,78,White,25000
2004,Married,27,White,25000
2004,Widowed,63,White,25000
2004,Married,50,White,25000
2004,Married,35,White,22500
2004,Married,28,White,25000
2004,Married,70,White,25000
2004,Married,67,White,22500
2004,Never married,25,White,12500
2004,Married,43,White,25000
2004,Married,30,White,3500
2004,Divorced,65,White,1000
2004,Married,50,White,25000
2004,Married,52,White,5500
2004,Married,28,White,6500
2004,Married,38,White,25000
2004,Married,82,White,1000
2004,Never married,23,White,4500
2004,Never married,24,White,5500
2004,Divorced,72,White,6500
2004,Never married,20,White,3500
2004,Never married,18,White,3500
2004,Never married,21,White,2000
2004,Never married,26,White,6500
2004,Married,49,Other,25000
2004,Married,38,White,2000
2004,Married,19,Black,2000
2004,Married,32,White,25000
2004,Married,66,Black,25000
2004,Never married,25,White,7500
2004,Married,26,White,4500
2004,Never married,30,Black,17500
2004,Widowed,57,White,7500
2004,Never married,23,White,25000
2004,Married,39,White,25000
2004,Widowed,57,White,22500
2004,Never married,24,Black,1000
2004,Divorced,46,Black,25000
2004,Never married,24,Black,22500
2004,Never married,40,Black,12500
2004,Separated,50,Black,4500
2004,Never married,26,Other,17500
2004,Divorced,57,White,25000
2004,Married,43,White,25000
2004,Married,40,White,25000
2004,Married,57,White,12500
2004,Married,56,White,25000
2004,Married,50,White,25000
2004,Married,56,White,25000
2004,Never married,21,White,17500
2004,Married,44,White,25000
2004,Married,44,White,25000
2004,Married,52,White,25000
2004,Married,55,White,25000
2004,Divorced,64,White,25000
2004,Married,62,White,25000
2004,Married,47,White,25000
2004,Married,32,White,17500
2004,Married,45,White,25000
2004,Married,67,White,12500
2004,Married,35,White,12500
2004,Married,58,White,25000
2004,Divorced,35,White,22500
2004,Never married,22,White,17500
2004,Separated,38,White,12500
2004,Separated,25,Black,22500
2004,Married,30,White,17500
2004,Married,73,Other,12500
2004,Separated,59,White,25000
2004,Married,53,White,22500
2004,Widowed,68,Black,1000
2004,Never married,32,Black,25000
2004,Divorced,52,Black,3500
2004,Married,63,Black,12500
2004,Widowed,47,Black,12500
2004,Never married,45,Black,25000
2004,Never married,29,Black,2000
